split,pid,camera,sequence,frame,det,src_path,dst_path
train,581,3,2,12512,4,bounding_box_train/0581_c3s2_012512_04.jpg,data/processed/train/0581/0581_c3s2_012512_04.jpg
train,581,4,3,25379,1,bounding_box_train/0581_c4s3_025379_01.jpg,data/processed/train/0581/0581_c4s3_025379_01.jpg
train,581,4,4,37035,1,bounding_box_train/0581_c4s4_037035_01.jpg,data/processed/train/0581/0581_c4s4_037035_01.jpg
train,581,4,4,37110,1,bounding_box_train/0581_c4s4_037110_01.jpg,data/processed/train/0581/0581_c4s4_037110_01.jpg
train,581,4,4,37210,2,bounding_box_train/0581_c4s4_037210_02.jpg,data/processed/train/0581/0581_c4s4_037210_02.jpg
train,581,4,4,37335,2,bounding_box_train/0581_c4s4_037335_02.jpg,data/processed/train/0581/0581_c4s4_037335_02.jpg
train,581,4,4,37385,1,bounding_box_train/0581_c4s4_037385_01.jpg,data/processed/train/0581/0581_c4s4_037385_01.jpg
train,581,4,4,37435,2,bounding_box_train/0581_c4s4_037435_02.jpg,data/processed/train/0581/0581_c4s4_037435_02.jpg
train,581,4,4,37760,2,bounding_box_train/0581_c4s4_037760_02.jpg,data/processed/train/0581/0581_c4s4_037760_02.jpg
train,581,4,4,38435,1,bounding_box_train/0581_c4s4_038435_01.jpg,data/processed/train/0581/0581_c4s4_038435_01.jpg
train,581,4,4,38835,1,bounding_box_train/0581_c4s4_038835_01.jpg,data/processed/train/0581/0581_c4s4_038835_01.jpg
train,581,4,4,39010,1,bounding_box_train/0581_c4s4_039010_01.jpg,data/processed/train/0581/0581_c4s4_039010_01.jpg
train,581,4,4,39010,4,bounding_box_train/0581_c4s4_039010_04.jpg,data/processed/train/0581/0581_c4s4_039010_04.jpg
train,581,4,4,39260,3,bounding_box_train/0581_c4s4_039260_03.jpg,data/processed/train/0581/0581_c4s4_039260_03.jpg
train,581,4,4,39360,4,bounding_box_train/0581_c4s4_039360_04.jpg,data/processed/train/0581/0581_c4s4_039360_04.jpg
train,581,5,2,12630,2,bounding_box_train/0581_c5s2_012630_02.jpg,data/processed/train/0581/0581_c5s2_012630_02.jpg
train,581,5,2,12680,1,bounding_box_train/0581_c5s2_012680_01.jpg,data/processed/train/0581/0581_c5s2_012680_01.jpg
train,581,5,2,12705,3,bounding_box_train/0581_c5s2_012705_03.jpg,data/processed/train/0581/0581_c5s2_012705_03.jpg
train,581,5,2,12730,3,bounding_box_train/0581_c5s2_012730_03.jpg,data/processed/train/0581/0581_c5s2_012730_03.jpg
train,581,5,2,12730,5,bounding_box_train/0581_c5s2_012730_05.jpg,data/processed/train/0581/0581_c5s2_012730_05.jpg
train,581,5,2,12780,1,bounding_box_train/0581_c5s2_012780_01.jpg,data/processed/train/0581/0581_c5s2_012780_01.jpg
train,581,6,2,6343,1,bounding_box_train/0581_c6s2_006343_01.jpg,data/processed/train/0581/0581_c6s2_006343_01.jpg
train,581,6,2,6343,4,bounding_box_train/0581_c6s2_006343_04.jpg,data/processed/train/0581/0581_c6s2_006343_04.jpg
train,581,6,2,6418,1,bounding_box_train/0581_c6s2_006418_01.jpg,data/processed/train/0581/0581_c6s2_006418_01.jpg
train,581,6,2,6418,2,bounding_box_train/0581_c6s2_006418_02.jpg,data/processed/train/0581/0581_c6s2_006418_02.jpg
train,581,6,2,6618,1,bounding_box_train/0581_c6s2_006618_01.jpg,data/processed/train/0581/0581_c6s2_006618_01.jpg
train,581,6,2,6693,2,bounding_box_train/0581_c6s2_006693_02.jpg,data/processed/train/0581/0581_c6s2_006693_02.jpg
train,584,1,3,26926,2,bounding_box_train/0584_c1s3_026926_02.jpg,data/processed/train/0584/0584_c1s3_026926_02.jpg
train,584,1,3,26976,1,bounding_box_train/0584_c1s3_026976_01.jpg,data/processed/train/0584/0584_c1s3_026976_01.jpg
train,584,3,2,12412,1,bounding_box_train/0584_c3s2_012412_01.jpg,data/processed/train/0584/0584_c3s2_012412_01.jpg
train,584,3,2,12512,1,bounding_box_train/0584_c3s2_012512_01.jpg,data/processed/train/0584/0584_c3s2_012512_01.jpg
train,584,3,2,12512,5,bounding_box_train/0584_c3s2_012512_05.jpg,data/processed/train/0584/0584_c3s2_012512_05.jpg
train,584,3,2,12637,1,bounding_box_train/0584_c3s2_012637_01.jpg,data/processed/train/0584/0584_c3s2_012637_01.jpg
train,584,5,2,12980,1,bounding_box_train/0584_c5s2_012980_01.jpg,data/processed/train/0584/0584_c5s2_012980_01.jpg
train,584,5,2,13055,1,bounding_box_train/0584_c5s2_013055_01.jpg,data/processed/train/0584/0584_c5s2_013055_01.jpg
train,584,5,2,13105,1,bounding_box_train/0584_c5s2_013105_01.jpg,data/processed/train/0584/0584_c5s2_013105_01.jpg
train,584,6,2,6743,2,bounding_box_train/0584_c6s2_006743_02.jpg,data/processed/train/0584/0584_c6s2_006743_02.jpg
train,584,6,2,6768,1,bounding_box_train/0584_c6s2_006768_01.jpg,data/processed/train/0584/0584_c6s2_006768_01.jpg
train,584,6,2,6768,11,bounding_box_train/0584_c6s2_006768_11.jpg,data/processed/train/0584/0584_c6s2_006768_11.jpg
train,584,6,2,6793,1,bounding_box_train/0584_c6s2_006793_01.jpg,data/processed/train/0584/0584_c6s2_006793_01.jpg
train,584,6,2,6818,1,bounding_box_train/0584_c6s2_006818_01.jpg,data/processed/train/0584/0584_c6s2_006818_01.jpg
train,584,6,2,6843,3,bounding_box_train/0584_c6s2_006843_03.jpg,data/processed/train/0584/0584_c6s2_006843_03.jpg
train,586,1,3,29601,3,bounding_box_train/0586_c1s3_029601_03.jpg,data/processed/train/0586/0586_c1s3_029601_03.jpg
train,586,4,3,25779,1,bounding_box_train/0586_c4s3_025779_01.jpg,data/processed/train/0586/0586_c4s3_025779_01.jpg
train,586,4,3,25854,1,bounding_box_train/0586_c4s3_025854_01.jpg,data/processed/train/0586/0586_c4s3_025854_01.jpg
train,586,4,3,29304,1,bounding_box_train/0586_c4s3_029304_01.jpg,data/processed/train/0586/0586_c4s3_029304_01.jpg
train,586,4,3,29354,1,bounding_box_train/0586_c4s3_029354_01.jpg,data/processed/train/0586/0586_c4s3_029354_01.jpg
train,586,4,3,29379,1,bounding_box_train/0586_c4s3_029379_01.jpg,data/processed/train/0586/0586_c4s3_029379_01.jpg
train,586,4,3,29429,1,bounding_box_train/0586_c4s3_029429_01.jpg,data/processed/train/0586/0586_c4s3_029429_01.jpg
train,586,4,3,29454,1,bounding_box_train/0586_c4s3_029454_01.jpg,data/processed/train/0586/0586_c4s3_029454_01.jpg
train,588,1,6,18471,2,bounding_box_train/0588_c1s6_018471_02.jpg,data/processed/train/0588/0588_c1s6_018471_02.jpg
train,588,2,3,60927,1,bounding_box_train/0588_c2s3_060927_01.jpg,data/processed/train/0588/0588_c2s3_060927_01.jpg
train,588,2,3,60952,1,bounding_box_train/0588_c2s3_060952_01.jpg,data/processed/train/0588/0588_c2s3_060952_01.jpg
train,588,2,3,61002,4,bounding_box_train/0588_c2s3_061002_04.jpg,data/processed/train/0588/0588_c2s3_061002_04.jpg
train,588,3,3,67219,3,bounding_box_train/0588_c3s3_067219_03.jpg,data/processed/train/0588/0588_c3s3_067219_03.jpg
train,588,3,3,67269,1,bounding_box_train/0588_c3s3_067269_01.jpg,data/processed/train/0588/0588_c3s3_067269_01.jpg
train,588,6,3,90992,1,bounding_box_train/0588_c6s3_090992_01.jpg,data/processed/train/0588/0588_c6s3_090992_01.jpg
train,588,6,3,91017,3,bounding_box_train/0588_c6s3_091017_03.jpg,data/processed/train/0588/0588_c6s3_091017_03.jpg
train,589,1,3,35001,3,bounding_box_train/0589_c1s3_035001_03.jpg,data/processed/train/0589/0589_c1s3_035001_03.jpg
train,589,1,3,35076,2,bounding_box_train/0589_c1s3_035076_02.jpg,data/processed/train/0589/0589_c1s3_035076_02.jpg
train,589,3,2,12737,4,bounding_box_train/0589_c3s2_012737_04.jpg,data/processed/train/0589/0589_c3s2_012737_04.jpg
train,589,3,2,12862,3,bounding_box_train/0589_c3s2_012862_03.jpg,data/processed/train/0589/0589_c3s2_012862_03.jpg
train,589,3,2,20362,4,bounding_box_train/0589_c3s2_020362_04.jpg,data/processed/train/0589/0589_c3s2_020362_04.jpg
train,589,3,2,20437,3,bounding_box_train/0589_c3s2_020437_03.jpg,data/processed/train/0589/0589_c3s2_020437_03.jpg
train,589,5,2,13230,1,bounding_box_train/0589_c5s2_013230_01.jpg,data/processed/train/0589/0589_c5s2_013230_01.jpg
train,589,5,2,13255,1,bounding_box_train/0589_c5s2_013255_01.jpg,data/processed/train/0589/0589_c5s2_013255_01.jpg
train,589,5,2,13280,4,bounding_box_train/0589_c5s2_013280_04.jpg,data/processed/train/0589/0589_c5s2_013280_04.jpg
train,589,5,2,13305,2,bounding_box_train/0589_c5s2_013305_02.jpg,data/processed/train/0589/0589_c5s2_013305_02.jpg
train,589,5,2,21080,3,bounding_box_train/0589_c5s2_021080_03.jpg,data/processed/train/0589/0589_c5s2_021080_03.jpg
train,589,5,2,21130,3,bounding_box_train/0589_c5s2_021130_03.jpg,data/processed/train/0589/0589_c5s2_021130_03.jpg
train,589,6,2,6893,3,bounding_box_train/0589_c6s2_006893_03.jpg,data/processed/train/0589/0589_c6s2_006893_03.jpg
train,589,6,2,6943,1,bounding_box_train/0589_c6s2_006943_01.jpg,data/processed/train/0589/0589_c6s2_006943_01.jpg
train,589,6,2,6968,2,bounding_box_train/0589_c6s2_006968_02.jpg,data/processed/train/0589/0589_c6s2_006968_02.jpg
train,589,6,2,6993,2,bounding_box_train/0589_c6s2_006993_02.jpg,data/processed/train/0589/0589_c6s2_006993_02.jpg
train,589,6,2,7043,2,bounding_box_train/0589_c6s2_007043_02.jpg,data/processed/train/0589/0589_c6s2_007043_02.jpg
train,589,6,2,14468,1,bounding_box_train/0589_c6s2_014468_01.jpg,data/processed/train/0589/0589_c6s2_014468_01.jpg
train,589,6,2,14493,2,bounding_box_train/0589_c6s2_014493_02.jpg,data/processed/train/0589/0589_c6s2_014493_02.jpg
train,589,6,2,14518,1,bounding_box_train/0589_c6s2_014518_01.jpg,data/processed/train/0589/0589_c6s2_014518_01.jpg
train,589,6,2,14568,1,bounding_box_train/0589_c6s2_014568_01.jpg,data/processed/train/0589/0589_c6s2_014568_01.jpg
train,589,6,2,14568,3,bounding_box_train/0589_c6s2_014568_03.jpg,data/processed/train/0589/0589_c6s2_014568_03.jpg
train,589,6,2,14593,1,bounding_box_train/0589_c6s2_014593_01.jpg,data/processed/train/0589/0589_c6s2_014593_01.jpg
train,589,6,2,14618,1,bounding_box_train/0589_c6s2_014618_01.jpg,data/processed/train/0589/0589_c6s2_014618_01.jpg
train,589,6,2,14618,5,bounding_box_train/0589_c6s2_014618_05.jpg,data/processed/train/0589/0589_c6s2_014618_05.jpg
train,589,6,2,14643,1,bounding_box_train/0589_c6s2_014643_01.jpg,data/processed/train/0589/0589_c6s2_014643_01.jpg
train,589,6,2,14643,5,bounding_box_train/0589_c6s2_014643_05.jpg,data/processed/train/0589/0589_c6s2_014643_05.jpg
train,589,6,2,14668,1,bounding_box_train/0589_c6s2_014668_01.jpg,data/processed/train/0589/0589_c6s2_014668_01.jpg
train,589,6,2,14693,1,bounding_box_train/0589_c6s2_014693_01.jpg,data/processed/train/0589/0589_c6s2_014693_01.jpg
train,592,1,3,27901,2,bounding_box_train/0592_c1s3_027901_02.jpg,data/processed/train/0592/0592_c1s3_027901_02.jpg
train,592,1,3,27951,1,bounding_box_train/0592_c1s3_027951_01.jpg,data/processed/train/0592/0592_c1s3_027951_01.jpg
train,592,1,3,54051,4,bounding_box_train/0592_c1s3_054051_04.jpg,data/processed/train/0592/0592_c1s3_054051_04.jpg
train,592,1,3,54076,2,bounding_box_train/0592_c1s3_054076_02.jpg,data/processed/train/0592/0592_c1s3_054076_02.jpg
train,592,3,2,13587,3,bounding_box_train/0592_c3s2_013587_03.jpg,data/processed/train/0592/0592_c3s2_013587_03.jpg
train,592,3,2,39562,4,bounding_box_train/0592_c3s2_039562_04.jpg,data/processed/train/0592/0592_c3s2_039562_04.jpg
train,592,3,2,39612,4,bounding_box_train/0592_c3s2_039612_04.jpg,data/processed/train/0592/0592_c3s2_039612_04.jpg
train,592,5,2,14080,2,bounding_box_train/0592_c5s2_014080_02.jpg,data/processed/train/0592/0592_c5s2_014080_02.jpg
train,592,5,2,14105,2,bounding_box_train/0592_c5s2_014105_02.jpg,data/processed/train/0592/0592_c5s2_014105_02.jpg
train,592,5,2,14180,4,bounding_box_train/0592_c5s2_014180_04.jpg,data/processed/train/0592/0592_c5s2_014180_04.jpg
train,592,5,2,14205,2,bounding_box_train/0592_c5s2_014205_02.jpg,data/processed/train/0592/0592_c5s2_014205_02.jpg
train,592,5,2,40180,1,bounding_box_train/0592_c5s2_040180_01.jpg,data/processed/train/0592/0592_c5s2_040180_01.jpg
train,592,5,2,40180,5,bounding_box_train/0592_c5s2_040180_05.jpg,data/processed/train/0592/0592_c5s2_040180_05.jpg
train,592,5,2,40205,2,bounding_box_train/0592_c5s2_040205_02.jpg,data/processed/train/0592/0592_c5s2_040205_02.jpg
train,592,5,2,40255,4,bounding_box_train/0592_c5s2_040255_04.jpg,data/processed/train/0592/0592_c5s2_040255_04.jpg
train,592,6,2,7743,1,bounding_box_train/0592_c6s2_007743_01.jpg,data/processed/train/0592/0592_c6s2_007743_01.jpg
train,592,6,2,7768,2,bounding_box_train/0592_c6s2_007768_02.jpg,data/processed/train/0592/0592_c6s2_007768_02.jpg
train,592,6,2,7793,1,bounding_box_train/0592_c6s2_007793_01.jpg,data/processed/train/0592/0592_c6s2_007793_01.jpg
train,592,6,2,7818,1,bounding_box_train/0592_c6s2_007818_01.jpg,data/processed/train/0592/0592_c6s2_007818_01.jpg
train,592,6,2,7818,2,bounding_box_train/0592_c6s2_007818_02.jpg,data/processed/train/0592/0592_c6s2_007818_02.jpg
train,592,6,2,7868,2,bounding_box_train/0592_c6s2_007868_02.jpg,data/processed/train/0592/0592_c6s2_007868_02.jpg
train,592,6,2,7893,1,bounding_box_train/0592_c6s2_007893_01.jpg,data/processed/train/0592/0592_c6s2_007893_01.jpg
train,592,6,2,7918,1,bounding_box_train/0592_c6s2_007918_01.jpg,data/processed/train/0592/0592_c6s2_007918_01.jpg
train,592,6,2,33568,1,bounding_box_train/0592_c6s2_033568_01.jpg,data/processed/train/0592/0592_c6s2_033568_01.jpg
train,592,6,2,33593,1,bounding_box_train/0592_c6s2_033593_01.jpg,data/processed/train/0592/0592_c6s2_033593_01.jpg
train,592,6,2,33693,1,bounding_box_train/0592_c6s2_033693_01.jpg,data/processed/train/0592/0592_c6s2_033693_01.jpg
train,592,6,2,33768,1,bounding_box_train/0592_c6s2_033768_01.jpg,data/processed/train/0592/0592_c6s2_033768_01.jpg
train,592,6,2,33793,1,bounding_box_train/0592_c6s2_033793_01.jpg,data/processed/train/0592/0592_c6s2_033793_01.jpg
train,593,3,2,13562,2,bounding_box_train/0593_c3s2_013562_02.jpg,data/processed/train/0593/0593_c3s2_013562_02.jpg
train,593,3,2,13587,2,bounding_box_train/0593_c3s2_013587_02.jpg,data/processed/train/0593/0593_c3s2_013587_02.jpg
train,593,3,2,13762,1,bounding_box_train/0593_c3s2_013762_01.jpg,data/processed/train/0593/0593_c3s2_013762_01.jpg
train,593,6,2,7868,1,bounding_box_train/0593_c6s2_007868_01.jpg,data/processed/train/0593/0593_c6s2_007868_01.jpg
train,593,6,2,7893,2,bounding_box_train/0593_c6s2_007893_02.jpg,data/processed/train/0593/0593_c6s2_007893_02.jpg
train,593,6,2,7893,4,bounding_box_train/0593_c6s2_007893_04.jpg,data/processed/train/0593/0593_c6s2_007893_04.jpg
train,593,6,2,7918,2,bounding_box_train/0593_c6s2_007918_02.jpg,data/processed/train/0593/0593_c6s2_007918_02.jpg
train,593,6,2,7968,1,bounding_box_train/0593_c6s2_007968_01.jpg,data/processed/train/0593/0593_c6s2_007968_01.jpg
train,594,1,3,28351,1,bounding_box_train/0594_c1s3_028351_01.jpg,data/processed/train/0594/0594_c1s3_028351_01.jpg
train,594,1,3,28401,3,bounding_box_train/0594_c1s3_028401_03.jpg,data/processed/train/0594/0594_c1s3_028401_03.jpg
train,594,1,3,34476,2,bounding_box_train/0594_c1s3_034476_02.jpg,data/processed/train/0594/0594_c1s3_034476_02.jpg
train,594,1,3,34501,5,bounding_box_train/0594_c1s3_034501_05.jpg,data/processed/train/0594/0594_c1s3_034501_05.jpg
train,594,3,2,14037,1,bounding_box_train/0594_c3s2_014037_01.jpg,data/processed/train/0594/0594_c3s2_014037_01.jpg
train,594,3,2,19912,3,bounding_box_train/0594_c3s2_019912_03.jpg,data/processed/train/0594/0594_c3s2_019912_03.jpg
train,594,3,2,19937,4,bounding_box_train/0594_c3s2_019937_04.jpg,data/processed/train/0594/0594_c3s2_019937_04.jpg
train,594,3,2,19937,6,bounding_box_train/0594_c3s2_019937_06.jpg,data/processed/train/0594/0594_c3s2_019937_06.jpg
train,594,3,2,19962,5,bounding_box_train/0594_c3s2_019962_05.jpg,data/processed/train/0594/0594_c3s2_019962_05.jpg
train,594,5,2,14405,4,bounding_box_train/0594_c5s2_014405_04.jpg,data/processed/train/0594/0594_c5s2_014405_04.jpg
train,594,5,2,14505,1,bounding_box_train/0594_c5s2_014505_01.jpg,data/processed/train/0594/0594_c5s2_014505_01.jpg
train,594,5,2,14530,3,bounding_box_train/0594_c5s2_014530_03.jpg,data/processed/train/0594/0594_c5s2_014530_03.jpg
train,594,5,2,14555,3,bounding_box_train/0594_c5s2_014555_03.jpg,data/processed/train/0594/0594_c5s2_014555_03.jpg
train,594,6,2,8043,2,bounding_box_train/0594_c6s2_008043_02.jpg,data/processed/train/0594/0594_c6s2_008043_02.jpg
train,594,6,2,8068,1,bounding_box_train/0594_c6s2_008068_01.jpg,data/processed/train/0594/0594_c6s2_008068_01.jpg
train,594,6,2,8193,1,bounding_box_train/0594_c6s2_008193_01.jpg,data/processed/train/0594/0594_c6s2_008193_01.jpg
train,594,6,2,13943,1,bounding_box_train/0594_c6s2_013943_01.jpg,data/processed/train/0594/0594_c6s2_013943_01.jpg
train,594,6,2,13968,1,bounding_box_train/0594_c6s2_013968_01.jpg,data/processed/train/0594/0594_c6s2_013968_01.jpg
train,594,6,2,13993,1,bounding_box_train/0594_c6s2_013993_01.jpg,data/processed/train/0594/0594_c6s2_013993_01.jpg
train,594,6,2,14018,1,bounding_box_train/0594_c6s2_014018_01.jpg,data/processed/train/0594/0594_c6s2_014018_01.jpg
train,594,6,2,14043,1,bounding_box_train/0594_c6s2_014043_01.jpg,data/processed/train/0594/0594_c6s2_014043_01.jpg
train,594,6,2,14068,1,bounding_box_train/0594_c6s2_014068_01.jpg,data/processed/train/0594/0594_c6s2_014068_01.jpg
train,596,1,3,29601,4,bounding_box_train/0596_c1s3_029601_04.jpg,data/processed/train/0596/0596_c1s3_029601_04.jpg
train,596,1,3,29651,3,bounding_box_train/0596_c1s3_029651_03.jpg,data/processed/train/0596/0596_c1s3_029651_03.jpg
train,596,1,3,42326,2,bounding_box_train/0596_c1s3_042326_02.jpg,data/processed/train/0596/0596_c1s3_042326_02.jpg
train,596,1,3,42476,2,bounding_box_train/0596_c1s3_042476_02.jpg,data/processed/train/0596/0596_c1s3_042476_02.jpg
train,596,2,2,12112,2,bounding_box_train/0596_c2s2_012112_02.jpg,data/processed/train/0596/0596_c2s2_012112_02.jpg
train,596,2,2,12212,6,bounding_box_train/0596_c2s2_012212_06.jpg,data/processed/train/0596/0596_c2s2_012212_06.jpg
train,596,3,2,15387,2,bounding_box_train/0596_c3s2_015387_02.jpg,data/processed/train/0596/0596_c3s2_015387_02.jpg
train,596,3,2,27687,1,bounding_box_train/0596_c3s2_027687_01.jpg,data/processed/train/0596/0596_c3s2_027687_01.jpg
train,596,3,2,27712,2,bounding_box_train/0596_c3s2_027712_02.jpg,data/processed/train/0596/0596_c3s2_027712_02.jpg
train,596,3,2,27762,2,bounding_box_train/0596_c3s2_027762_02.jpg,data/processed/train/0596/0596_c3s2_027762_02.jpg
train,596,5,2,15730,2,bounding_box_train/0596_c5s2_015730_02.jpg,data/processed/train/0596/0596_c5s2_015730_02.jpg
train,596,5,2,15730,3,bounding_box_train/0596_c5s2_015730_03.jpg,data/processed/train/0596/0596_c5s2_015730_03.jpg
train,596,5,2,28355,3,bounding_box_train/0596_c5s2_028355_03.jpg,data/processed/train/0596/0596_c5s2_028355_03.jpg
train,596,5,2,28405,3,bounding_box_train/0596_c5s2_028405_03.jpg,data/processed/train/0596/0596_c5s2_028405_03.jpg
train,596,6,2,9543,2,bounding_box_train/0596_c6s2_009543_02.jpg,data/processed/train/0596/0596_c6s2_009543_02.jpg
train,596,6,2,9568,1,bounding_box_train/0596_c6s2_009568_01.jpg,data/processed/train/0596/0596_c6s2_009568_01.jpg
train,596,6,2,9593,2,bounding_box_train/0596_c6s2_009593_02.jpg,data/processed/train/0596/0596_c6s2_009593_02.jpg
train,596,6,2,21768,3,bounding_box_train/0596_c6s2_021768_03.jpg,data/processed/train/0596/0596_c6s2_021768_03.jpg
train,596,6,2,21868,2,bounding_box_train/0596_c6s2_021868_02.jpg,data/processed/train/0596/0596_c6s2_021868_02.jpg
train,596,6,2,21893,4,bounding_box_train/0596_c6s2_021893_04.jpg,data/processed/train/0596/0596_c6s2_021893_04.jpg
train,597,1,3,29601,2,bounding_box_train/0597_c1s3_029601_02.jpg,data/processed/train/0597/0597_c1s3_029601_02.jpg
train,597,1,3,29651,1,bounding_box_train/0597_c1s3_029651_01.jpg,data/processed/train/0597/0597_c1s3_029651_01.jpg
train,597,1,3,33951,1,bounding_box_train/0597_c1s3_033951_01.jpg,data/processed/train/0597/0597_c1s3_033951_01.jpg
train,597,1,3,33976,2,bounding_box_train/0597_c1s3_033976_02.jpg,data/processed/train/0597/0597_c1s3_033976_02.jpg
train,597,2,2,12112,1,bounding_box_train/0597_c2s2_012112_01.jpg,data/processed/train/0597/0597_c2s2_012112_01.jpg
train,597,2,2,12212,2,bounding_box_train/0597_c2s2_012212_02.jpg,data/processed/train/0597/0597_c2s2_012212_02.jpg
train,597,2,2,12237,2,bounding_box_train/0597_c2s2_012237_02.jpg,data/processed/train/0597/0597_c2s2_012237_02.jpg
train,597,2,2,16487,1,bounding_box_train/0597_c2s2_016487_01.jpg,data/processed/train/0597/0597_c2s2_016487_01.jpg
train,597,3,2,15412,1,bounding_box_train/0597_c3s2_015412_01.jpg,data/processed/train/0597/0597_c3s2_015412_01.jpg
train,597,3,2,15437,2,bounding_box_train/0597_c3s2_015437_02.jpg,data/processed/train/0597/0597_c3s2_015437_02.jpg
train,597,3,2,19262,3,bounding_box_train/0597_c3s2_019262_03.jpg,data/processed/train/0597/0597_c3s2_019262_03.jpg
train,597,3,2,19287,3,bounding_box_train/0597_c3s2_019287_03.jpg,data/processed/train/0597/0597_c3s2_019287_03.jpg
train,597,5,2,20130,3,bounding_box_train/0597_c5s2_020130_03.jpg,data/processed/train/0597/0597_c5s2_020130_03.jpg
train,597,6,2,9568,2,bounding_box_train/0597_c6s2_009568_02.jpg,data/processed/train/0597/0597_c6s2_009568_02.jpg
train,597,6,2,9593,1,bounding_box_train/0597_c6s2_009593_01.jpg,data/processed/train/0597/0597_c6s2_009593_01.jpg
train,597,6,2,9618,1,bounding_box_train/0597_c6s2_009618_01.jpg,data/processed/train/0597/0597_c6s2_009618_01.jpg
train,597,6,2,13343,1,bounding_box_train/0597_c6s2_013343_01.jpg,data/processed/train/0597/0597_c6s2_013343_01.jpg
train,597,6,2,13368,1,bounding_box_train/0597_c6s2_013368_01.jpg,data/processed/train/0597/0597_c6s2_013368_01.jpg
train,597,6,2,13393,1,bounding_box_train/0597_c6s2_013393_01.jpg,data/processed/train/0597/0597_c6s2_013393_01.jpg
train,597,6,2,13418,1,bounding_box_train/0597_c6s2_013418_01.jpg,data/processed/train/0597/0597_c6s2_013418_01.jpg
train,599,1,6,35396,1,bounding_box_train/0599_c1s6_035396_01.jpg,data/processed/train/0599/0599_c1s6_035396_01.jpg
train,599,1,6,35421,2,bounding_box_train/0599_c1s6_035421_02.jpg,data/processed/train/0599/0599_c1s6_035421_02.jpg
train,599,2,3,77777,1,bounding_box_train/0599_c2s3_077777_01.jpg,data/processed/train/0599/0599_c2s3_077777_01.jpg
train,599,2,3,77852,1,bounding_box_train/0599_c2s3_077852_01.jpg,data/processed/train/0599/0599_c2s3_077852_01.jpg
train,599,2,3,77977,3,bounding_box_train/0599_c2s3_077977_03.jpg,data/processed/train/0599/0599_c2s3_077977_03.jpg
train,599,5,3,84537,2,bounding_box_train/0599_c5s3_084537_02.jpg,data/processed/train/0599/0599_c5s3_084537_02.jpg
train,599,6,4,10677,2,bounding_box_train/0599_c6s4_010677_02.jpg,data/processed/train/0599/0599_c6s4_010677_02.jpg
train,599,6,4,10702,2,bounding_box_train/0599_c6s4_010702_02.jpg,data/processed/train/0599/0599_c6s4_010702_02.jpg
train,603,1,3,31351,1,bounding_box_train/0603_c1s3_031351_01.jpg,data/processed/train/0603/0603_c1s3_031351_01.jpg
train,603,1,3,35326,3,bounding_box_train/0603_c1s3_035326_03.jpg,data/processed/train/0603/0603_c1s3_035326_03.jpg
train,603,3,2,16887,5,bounding_box_train/0603_c3s2_016887_05.jpg,data/processed/train/0603/0603_c3s2_016887_05.jpg
train,603,3,2,16937,2,bounding_box_train/0603_c3s2_016937_02.jpg,data/processed/train/0603/0603_c3s2_016937_02.jpg
train,603,3,2,20687,3,bounding_box_train/0603_c3s2_020687_03.jpg,data/processed/train/0603/0603_c3s2_020687_03.jpg
train,603,3,2,20737,4,bounding_box_train/0603_c3s2_020737_04.jpg,data/processed/train/0603/0603_c3s2_020737_04.jpg
train,603,5,2,17355,3,bounding_box_train/0603_c5s2_017355_03.jpg,data/processed/train/0603/0603_c5s2_017355_03.jpg
train,603,5,2,17380,2,bounding_box_train/0603_c5s2_017380_02.jpg,data/processed/train/0603/0603_c5s2_017380_02.jpg
train,603,5,2,17480,2,bounding_box_train/0603_c5s2_017480_02.jpg,data/processed/train/0603/0603_c5s2_017480_02.jpg
train,603,5,2,17505,3,bounding_box_train/0603_c5s2_017505_03.jpg,data/processed/train/0603/0603_c5s2_017505_03.jpg
train,603,5,2,21330,5,bounding_box_train/0603_c5s2_021330_05.jpg,data/processed/train/0603/0603_c5s2_021330_05.jpg
train,603,6,2,11018,1,bounding_box_train/0603_c6s2_011018_01.jpg,data/processed/train/0603/0603_c6s2_011018_01.jpg
train,603,6,2,11018,5,bounding_box_train/0603_c6s2_011018_05.jpg,data/processed/train/0603/0603_c6s2_011018_05.jpg
train,603,6,2,11043,1,bounding_box_train/0603_c6s2_011043_01.jpg,data/processed/train/0603/0603_c6s2_011043_01.jpg
train,603,6,2,11068,1,bounding_box_train/0603_c6s2_011068_01.jpg,data/processed/train/0603/0603_c6s2_011068_01.jpg
train,603,6,2,11068,6,bounding_box_train/0603_c6s2_011068_06.jpg,data/processed/train/0603/0603_c6s2_011068_06.jpg
train,603,6,2,11093,1,bounding_box_train/0603_c6s2_011093_01.jpg,data/processed/train/0603/0603_c6s2_011093_01.jpg
train,603,6,2,11193,1,bounding_box_train/0603_c6s2_011193_01.jpg,data/processed/train/0603/0603_c6s2_011193_01.jpg
train,603,6,2,11218,1,bounding_box_train/0603_c6s2_011218_01.jpg,data/processed/train/0603/0603_c6s2_011218_01.jpg
train,603,6,2,14743,1,bounding_box_train/0603_c6s2_014743_01.jpg,data/processed/train/0603/0603_c6s2_014743_01.jpg
train,603,6,2,14793,1,bounding_box_train/0603_c6s2_014793_01.jpg,data/processed/train/0603/0603_c6s2_014793_01.jpg
